x,Quadratic
-10.0,100.0
-9.2,84.63999999999999
-8.399999999999999,70.55999999999997
-7.599999999999999,57.759999999999984
-6.799999999999999,46.23999999999999
-5.999999999999999,35.99999999999999
-5.199999999999999,27.039999999999992
-4.4,19.36
-3.6,12.959999999999996
-2.8,7.839999999999999
-2.0,3.999999999999999
-1.1999999999999995,1.4399999999999993
-0.3999999999999997,0.1599999999999997
0.4000000000000003,0.1600000000000002
1.2000000000000004,1.440000000000001
2.0000000000000004,4.000000000000002
2.8000000000000007,7.840000000000004
3.6000000000000005,12.960000000000004
4.4,19.360000000000003
5.2,27.040000000000003
6.0,36.0
6.8,46.24
7.6,57.76
8.4,70.56
9.2,84.64000000000001
